"","WB_1","WB_2","WB_3","WB_4","WB_5","WB_6","PBMC_1","PBMC_2","PBMC_3","PBMC_4","PBMC_5","PBMC_6","Gran_1","Gran_2","Gran_3","Gran_4","Gran_5","Gran_6","CD4+_1","CD4+_2","CD4+_3","CD4+_4","CD4+_5","CD4+_6","CD8+_1","CD8+_2","CD8+_3","CD8+_4","CD8+_5","CD8+_6","CD14+_1","CD14+_2","CD14+_3","CD14+_4","CD14+_5","CD14+_6","CD19+_1","CD19+_2","CD19+_3","CD19+_4","CD19+_5","CD19+_6","CD56+_1","CD56+_2","CD56+_3","CD56+_4","CD56+_5","CD56+_6","Neu_1","Neu_2","Neu_3","Neu_4","Neu_5","Neu_6","Eos_1","Eos_2","Eos_3","Eos_4","Eos_5","Eos_6"
"cg25386954",0.8326911,0.8382316,0.860403,0.844223,0.8897791,0.8745225,0.8231336,0.8265275,0.9070963,0.8664167,0.8797007,0.8547982,0.9024667,0.8775331,0.8974798,0.8830112,0.8901171,0.8804748,0.909337,0.9155282,0.9181081,0.9398189,0.9217525,0.908895,0.7918595,0.8085065,0.8364682,0.8481862,0.8810167,0.7737411,0.876762,0.8815686,0.9013887,0.8714351,0.8850231,0.8823129,0.8707889,0.892824,0.8634447,0.9137399,0.891612,0.9079755,0.5049069,0.4451139,0.610829,0.5040854,0.5659889,0.4733557,0.9086748,0.8734996,0.8887377,0.8883662,0.9012199,0.8941333,0.8819656,0.8382667,0.8565344,0.8785151,0.8770142,0.8939952
"cg07873128",0.8173565,0.8546195,0.8765832,0.89457,0.8704968,0.8647929,0.810848,0.8133713,0.8504756,0.8758201,0.8964334,0.8447131,0.8805999,0.8793279,0.9029443,0.8937307,0.8797628,0.8973312,0.8916744,0.8839971,0.8789594,0.895207,0.8735887,0.8977395,0.7729844,0.7914392,0.8440035,0.8274611,0.8500166,0.7696642,0.885769,0.9072064,0.9008479,0.9032859,0.889752,0.8973748,0.8594109,0.8717243,0.873682,0.8958815,0.8746657,0.8939867,0.5278367,0.4565418,0.5971437,0.5639265,0.5848238,0.5564022,0.8912807,0.9004991,0.8861838,0.8949924,0.876067,0.8835794,0.8841746,0.8834188,0.8788552,0.9112119,0.8989234,0.8913814
"cg00942495",0.9303029,0.9264452,0.9462392,0.9219672,0.9487704,0.915899,0.8578852,0.8959308,0.9251916,0.9048911,0.91937,0.9287593,0.9434365,0.9416632,0.9732222,0.9829595,0.9456403,0.9479744,0.953467,0.9690254,0.9426328,0.9420621,0.9740468,0.9190102,0.8207382,0.8740553,0.8798815,0.8966442,0.9344752,0.8558312,0.947928,0.9430672,0.9452702,0.9697974,0.9833185,0.9704163,0.8048266,0.8918823,0.8460383,0.9022582,0.8006938,0.9033512,0.6627806,0.4658364,0.5874628,0.6364206,0.6894816,0.5900649,0.9423671,0.9336232,0.9256189,0.9422306,0.9655649,0.8975289,0.924368,0.9196319,0.9278056,0.9453749,0.942501,0.9602705
"cg24410690",0.8317538,0.8982952,0.9189307,0.9031259,0.9156987,0.9130584,0.8992988,0.9032746,0.9260315,0.9197701,0.9088469,0.936053,0.9453263,0.8940646,0.9596614,0.9233389,0.8585463,0.9207033,0.9731508,0.923417,0.9368914,0.9382678,0.9081958,0.950778,0.9054957,0.8979005,0.9139335,0.9254037,0.9159016,0.8403107,0.9406911,0.9054695,0.8865443,0.9212275,0.9319858,0.943015,0.9603708,0.9097883,0.977528,0.8919568,0.946932,0.9185647,0.5921769,0.5944563,0.605454,0.5685393,0.6586158,0.5935134,0.9423614,0.9018412,0.9365836,0.919261,0.8752014,0.930363,0.9292276,0.9529795,0.9298725,0.9292699,0.9406669,0.9319381
"cg08625996",0.8723112,0.8899046,0.9081664,0.8936099,0.8902517,0.8895306,0.8388182,0.8603998,0.9004141,0.8774544,0.9262429,0.861977,0.8893932,0.8705519,0.8877033,0.9067034,0.8814956,0.9089209,0.9277193,0.9212864,0.9278345,0.9113649,0.9426457,0.9095288,0.7765433,0.7927562,0.9079241,0.868931,0.9056327,0.8435259,0.898409,0.9030064,0.9227109,0.9188087,0.8853801,0.9217517,0.9142463,0.9000896,0.9106177,0.9159339,0.9009458,0.9213198,0.5532094,0.5601432,0.6132841,0.5062275,0.6118468,0.5775635,0.9001101,0.8750268,0.8875653,0.8838948,0.8967067,0.880018,0.8264123,0.8667914,0.8839328,0.8283143,0.8523286,0.8545364
"cg05253716",0.847515,0.8852393,0.8862357,0.9056431,0.9202124,0.9052433,0.833389,0.8415837,0.8924305,0.8749164,0.8908633,0.8854541,0.9153687,0.9128764,0.9114611,0.9064433,0.9223271,0.9060706,0.9159268,0.910678,0.9129006,0.9201461,0.9273175,0.9177063,0.8457539,0.8271446,0.9028258,0.8923528,0.9084035,0.83093,0.9157447,0.9057073,0.9001129,0.895397,0.9039305,0.9147031,0.9083862,0.8959978,0.8891323,0.9201041,0.9210213,0.9270426,0.5500118,0.5472025,0.614302,0.603986,0.6176496,0.6177472,0.9150746,0.9094046,0.9027337,0.9122566,0.9181854,0.9072705,0.9333304,0.9139195,0.9082123,0.9084085,0.92332,0.9056645
"cg09278623",0.868369,0.9039459,0.8973949,0.8831446,0.8767883,0.8649853,0.8571292,0.8402818,0.8761827,0.8769529,0.8970305,0.8517666,0.8855107,0.8906327,0.9181214,0.892387,0.9171598,0.9171202,0.8883054,0.9022931,0.8958285,0.8822167,0.8970282,0.9087973,0.7900416,0.8531502,0.8611697,0.8566894,0.85539,0.7814357,0.8950748,0.8733484,0.9176509,0.9078141,0.903893,0.9107173,0.8421348,0.8669631,0.8544931,0.8979616,0.8553079,0.8881548,0.5870603,0.5397155,0.5781765,0.6034234,0.5986204,0.5392696,0.8906591,0.9152542,0.8934595,0.8770399,0.8913973,0.8785757,0.8871323,0.8767183,0.8930429,0.8776174,0.8943185,0.9189896
"cg21777154",0.7524224,0.7776629,0.7932743,0.7767706,0.8184727,0.7545796,0.7706322,0.7379655,0.7662007,0.8122483,0.8027381,0.7691541,0.787851,0.7761533,0.7716941,0.7594271,0.77841,0.7662119,0.8373991,0.8850179,0.8653633,0.8667031,0.8897958,0.8436314,0.7136894,0.7249562,0.7926774,0.8066374,0.8289049,0.7430735,0.7796916,0.7447244,0.7813263,0.7833307,0.8027075,0.7742173,0.7777999,0.8031844,0.7715478,0.8361872,0.8423468,0.8487021,0.5157205,0.4006655,0.5012664,0.4927124,0.5389216,0.4375226,0.7657311,0.7658033,0.7717876,0.77857,0.8000755,0.7659206,0.7626359,0.7764716,0.7478906,0.7524642,0.7865142,0.7668712
"cg05421487",0.8792916,0.883849,0.8815495,0.9119399,0.9230093,0.9017279,0.8473933,0.8770867,0.8750546,0.8564544,0.870164,0.8522851,0.9052735,0.9185996,0.9028279,0.8822044,0.8922881,0.9170475,0.9051095,0.9226885,0.9175912,0.9265345,0.9253166,0.9144792,0.7860903,0.8132723,0.8271971,0.8129889,0.8789302,0.7940464,0.899463,0.9088664,0.9076479,0.8959055,0.8966918,0.9212713,0.9187095,0.926236,0.9135371,0.921969,0.910172,0.9242495,0.6334903,0.5707427,0.6123924,0.5258583,0.5851688,0.5645504,0.9259604,0.883796,0.8966543,0.8946289,0.9101678,0.8835752,0.8703864,0.8628398,0.8572209,0.8570074,0.8963013,0.8509679
"cg03891962",0.7615801,0.7905096,0.7993802,0.8049982,0.816181,0.8043716,0.7323187,0.8030348,0.7868312,0.7928161,0.7898602,0.7716975,0.8097689,0.8260129,0.8390043,0.832052,0.8476847,0.8213755,0.8073931,0.8390419,0.8353579,0.8257471,0.8332315,0.8452637,0.7389686,0.7422321,0.8122415,0.7609881,0.7834072,0.7119981,0.8163775,0.8041361,0.8092165,0.8440238,0.8333713,0.842491,0.7023857,0.7579961,0.7240616,0.789439,0.7800962,0.8059797,0.4446362,0.5747737,0.527648,0.4791015,0.5257573,0.4702191,0.8492048,0.8248194,0.8327194,0.8308144,0.8364917,0.8272172,0.8352217,0.8259002,0.8331474,0.8350997,0.8279085,0.8359874
"cg16316183",0.8290143,0.8287442,0.8366318,0.7830243,0.7509432,0.8309399,0.7961365,0.8705909,0.9043171,0.8688592,0.8785953,0.8967985,0.8417047,0.7996658,0.7528181,0.6780844,0.6974738,0.8223728,0.9114502,0.912878,0.9494142,0.9144522,0.9219667,0.9261613,0.836339,0.8735755,0.8814964,0.9072025,0.910908,0.8377255,0.9130837,0.9017843,0.9008255,0.8771143,0.8910043,0.8786217,0.9178584,0.9264321,0.8842586,0.9410591,0.932036,0.913633,0.5785645,0.5192102,0.5401041,0.530433,0.5824598,0.5940377,0.8172445,0.7828416,0.7566566,0.7743387,0.7075511,0.847551,0.8403527,0.8446331,0.8551132,0.8538569,0.8126006,0.9032609
"cg12912920",0.8327395,0.7917061,0.822489,0.8001213,0.8346872,0.8510473,0.7955643,0.8151748,0.8122924,0.8158902,0.8494935,0.8359435,0.8650832,0.8437276,0.8318996,0.8263345,0.8607448,0.8603102,0.87012,0.8570688,0.8887252,0.8665718,0.8690588,0.8866416,0.789627,0.8140233,0.8191242,0.8392276,0.8288884,0.7694323,0.825573,0.817397,0.855678,0.7939825,0.8355615,0.8502806,0.8630115,0.890248,0.8767079,0.84587,0.8868843,0.8542668,0.5221585,0.5777841,0.6031149,0.5272226,0.5578947,0.4571519,0.8453583,0.8325381,0.8471053,0.8091627,0.8376685,0.8456684,0.8132512,0.7942864,0.8239979,0.7594251,0.8097138,0.8260548
"cg19954234",0.8598639,0.8561069,0.8820236,0.8617685,0.880532,0.8665181,0.8828584,0.847404,0.8966576,0.8358163,0.8898721,0.8600992,0.9447305,0.9621787,0.9138882,0.8828711,0.8759582,0.8999214,0.9158146,0.9190669,0.9091058,0.8653055,0.8529683,0.8866778,0.8509423,0.7931979,0.8289361,0.8195179,0.8246807,0.8803739,0.941519,0.9264157,0.9099555,0.9012153,0.9118172,0.8746909,0.9416995,0.9396804,0.9296841,0.9008461,0.8986346,0.9161651,0.6590192,0.481981,0.6533995,0.6326186,0.6060581,0.5992851,0.9395759,0.9171688,0.8996379,0.8904964,0.8672837,0.9065447,0.9371272,0.917485,0.9020525,0.8889763,0.8889759,0.9350029
"cg15559940",0.8927088,0.9574022,0.9004115,0.9288739,0.9030801,0.8984549,0.8396726,0.8899348,0.9125942,0.9068083,0.9188477,0.8792516,0.925725,0.9201931,0.9443378,0.940949,0.9258191,0.9612445,0.926001,0.937166,0.9529545,0.9162235,0.9305634,0.9368274,0.7971846,0.8400741,0.8587678,0.8546592,0.9052546,0.824089,0.8990278,0.9217507,0.9348419,0.9293666,0.9237472,0.9425895,0.9265711,0.9323952,0.9230252,0.9580308,0.9392654,0.9544088,0.6194585,0.638657,0.5914099,0.5824888,0.6598779,0.690068,0.9340461,0.9358097,0.9416362,0.9324935,0.9266545,0.9222191,0.9147183,0.9233435,0.9296773,0.9188182,0.9271639,0.9352087
"cg01080424",0.8905548,0.8420902,0.8943718,0.906158,0.873069,0.8979045,0.8258085,0.8638027,0.8941014,0.8872489,0.9297075,0.8830726,0.946944,0.9228281,0.9225312,0.9199729,0.8817516,0.9239277,0.8957074,0.8669278,0.8934315,0.8637996,0.9010994,0.8862172,0.8503265,0.7873978,0.829964,0.8730166,0.8978946,0.8458905,0.9134466,0.9323824,0.9062007,0.9065299,0.8910829,0.909283,0.8015318,0.8808935,0.7283329,0.8728623,0.8340595,0.8599419,0.605285,0.5854479,0.6927811,0.5528422,0.5473568,0.5998895,0.911599,0.9077484,0.8835112,0.9390275,0.8887716,0.9267127,0.8783865,0.8450065,0.9084523,0.8036624,0.9137989,0.8753315
"cg14159576",0.7942001,0.8177944,0.8252642,0.8291592,0.8346065,0.8115739,0.7621372,0.7649477,0.8240261,0.7797254,0.7792727,0.7566825,0.836786,0.8516451,0.858157,0.8468712,0.8803653,0.8465348,0.8323718,0.8230142,0.8324883,0.8282289,0.8440354,0.8545856,0.7932282,0.753031,0.7907042,0.7877832,0.8171645,0.7244218,0.7985786,0.8321444,0.8069925,0.8145737,0.8199288,0.8017517,0.8261998,0.8194915,0.8473262,0.8431648,0.818981,0.8309625,0.5720441,0.577418,0.5900655,0.4735606,0.4960236,0.4852567,0.8200885,0.8164542,0.8277027,0.8438779,0.840831,0.817236,0.8020048,0.7716594,0.8010225,0.7767268,0.8170958,0.8114611
"cg25426716",0.9154478,0.8532435,0.8942003,0.9308651,0.9171557,0.8552314,0.8485045,0.873853,0.8822132,0.9059058,0.9115632,0.8914695,0.9037492,0.9173243,0.8976332,0.9264136,0.9507552,0.9147666,0.9274403,0.9237672,0.9334434,0.9037618,0.896591,0.959064,0.8576496,0.9070353,0.9228897,0.9023077,0.9007472,0.8430523,0.9238249,0.9462263,0.9623491,0.8971578,0.9113662,0.9247864,0.8866621,0.9036585,0.8855616,0.9127167,0.8981016,0.92812,0.6591348,0.6446208,0.6389238,0.5541499,0.6244394,0.5634945,0.8682898,0.8413172,0.8816704,0.899861,0.9269894,0.9090583,0.8568311,0.7926902,0.815861,0.7687293,0.837567,0.816761
"cg16360310",0.8070787,0.8050027,0.8313637,0.8255541,0.863474,0.8210899,0.7839656,0.8281716,0.8633068,0.8438635,0.8298831,0.8298668,0.8407466,0.8230536,0.850184,0.8417795,0.8623729,0.8270144,0.8750027,0.8834563,0.8838055,0.8733833,0.8765554,0.92224,0.8373601,0.8093665,0.8487164,0.845762,0.8541915,0.763732,0.8747238,0.8665673,0.8506561,0.8722702,0.8368781,0.8527657,0.8547308,0.8482304,0.8199767,0.85918,0.8556228,0.8738388,0.6019241,0.578068,0.6021328,0.5413421,0.5736628,0.4920633,0.8531795,0.8099352,0.8612906,0.835015,0.857647,0.8511234,0.828309,0.8227283,0.8303023,0.760502,0.8305228,0.8328728
"cg02373104",0.8671666,0.9066562,0.879418,0.8987169,0.8677812,0.8951171,0.8293706,0.8615828,0.8578947,0.89743,0.856762,0.8829504,0.8962316,0.8883415,0.9147326,0.913768,0.8922668,0.9122703,0.910356,0.8795319,0.894511,0.8830025,0.8667271,0.9220667,0.8355516,0.7923675,0.9055904,0.8906233,0.8229801,0.8502739,0.9233269,0.9046573,0.9370146,0.9254688,0.8738159,0.9136032,0.8670717,0.9355861,0.9100753,0.8904982,0.9117679,0.9245563,0.6352392,0.4796959,0.6130794,0.6983297,0.623505,0.6754494,0.910927,0.8755664,0.8961303,0.8944293,0.8986521,0.9081879,0.8982214,0.8972613,0.9073183,0.8564678,0.8897242,0.9154535
"cg18304186",0.8734426,0.9017563,0.870085,0.8808687,0.9044419,0.8706635,0.8664554,0.889052,0.9015488,0.8482477,0.8903384,0.8671529,0.9135504,0.8874379,0.8446605,0.888863,0.8373596,0.9084242,0.9128507,0.9191611,0.920638,0.8919097,0.9145296,0.9293606,0.8446698,0.8495782,0.8952573,0.8796464,0.9020305,0.8150732,0.893353,0.8956787,0.8844372,0.8873086,0.8982548,0.9072379,0.9036801,0.9286198,0.9096476,0.9136457,0.916016,0.9335856,0.6386187,0.613161,0.6984835,0.6098767,0.673731,0.5101871,0.8843752,0.8748135,0.8618014,0.8922265,0.891067,0.8972163,0.875472,0.8890553,0.8879715,0.8610747,0.8758371,0.8970816
"cg23060465",0.9369456,0.9639923,0.9770805,0.9557791,0.9714366,0.9493459,0.9269479,0.9289547,0.9549286,0.9171387,0.9493878,0.9498079,0.9719945,0.9756466,0.9736172,0.9693175,0.9504605,0.9650897,0.9614926,0.9646461,0.9666934,0.9691724,0.974095,0.9652667,0.90612,0.8791506,0.9060805,0.9049296,0.9192202,0.8789219,0.9514736,0.9737748,0.9748946,0.9704357,0.9746465,0.9642576,0.958496,0.970036,0.9527081,0.9750982,0.9759551,0.9937087,0.686351,0.7042999,0.7519094,0.6717036,0.7073349,0.6516828,0.9817322,0.9651392,0.9683023,0.9655892,0.9696654,0.9631912,0.9698981,0.9743232,0.9667768,0.9733697,0.9787741,0.9562413
"cg16183122",0.9556729,0.9615904,0.9681857,0.9709815,0.9660789,0.9624116,0.9083052,0.9200235,0.9574184,0.9574101,0.967028,0.9420116,0.9769155,0.9613754,0.9709231,0.9644525,0.9868932,0.9661307,0.9751003,0.9652127,0.9749567,0.9797662,0.9752153,0.9853973,0.8832311,0.898723,0.9179854,0.9237362,0.9494601,0.9012815,0.9631152,0.955193,0.9720976,0.9644623,0.9764535,0.9830521,0.9546156,0.9707293,0.9553509,0.9670529,0.9778525,0.9727358,0.6655081,0.6085819,0.7958882,0.6917748,0.7544186,0.68234,0.9596545,0.9670315,0.9702117,0.9772238,0.980521,0.9569998,0.9715571,0.9675389,0.9625725,0.9375424,0.9584715,0.9649454
"cg15259233",0.8493721,0.8833967,0.8946316,0.8509035,0.8985922,0.8528856,0.8367636,0.8936398,0.8885821,0.8521228,0.8637195,0.8386911,0.9024858,0.9171242,0.9039222,0.8860996,0.8938385,0.905076,0.8866438,0.9106763,0.9238353,0.9194753,0.9009621,0.894274,0.8413082,0.838913,0.8849638,0.8668963,0.8687205,0.8372425,0.8828778,0.8902159,0.8844822,0.8900604,0.9018042,0.8918386,0.8841286,0.9023544,0.898519,0.8995475,0.8984453,0.9516083,0.5803948,0.6828008,0.6932377,0.565231,0.6639586,0.5791486,0.892789,0.8970548,0.9075058,0.9197057,0.905509,0.8721533,0.8781194,0.8775527,0.898203,0.8971567,0.8753072,0.8840889
"cg13390484",0.8559976,0.8723227,0.88188,0.9077046,0.9048215,0.8999108,0.9264968,0.8550388,0.8861406,0.9182639,0.8569723,0.8822024,0.8955423,0.8784232,0.8606001,0.8806436,0.8754899,0.8848005,0.8961956,0.8893849,0.9281191,0.9192936,0.9023098,0.9140064,0.8927688,0.8449404,0.8956762,0.8543735,0.8532268,0.8119553,0.899748,0.9032643,0.9121643,0.9028157,0.9212197,0.8931614,0.7601268,0.8033409,0.7739627,0.8353169,0.7948758,0.8723696,0.7454043,0.6010331,0.6239373,0.6446884,0.5527667,0.5769671,0.9030566,0.9050085,0.8880168,0.9404547,0.8996973,0.9005192,0.8973637,0.8753726,0.9102903,0.9021108,0.9074142,0.9328548
"cg00462849",0.8922032,0.911115,0.9249404,0.9202802,0.9467986,0.9163248,0.880422,0.9118076,0.9518489,0.8867926,0.9315536,0.8861127,0.8989047,0.9316609,0.9353442,0.935356,0.917102,0.9171488,0.9321008,0.9350105,0.9563876,0.9546921,0.944861,0.9431717,0.8639212,0.8884174,0.9442297,0.9080934,0.9067219,0.8452345,0.8946269,0.9443909,0.9270001,0.9242455,0.9319132,0.9396079,0.9243663,0.955959,0.9391566,0.9490594,0.9279249,0.9640082,0.6919311,0.7205943,0.6579114,0.6174259,0.6673265,0.6515392,0.9375672,0.9203431,0.9457046,0.9283922,0.9320025,0.9225081,0.9360354,0.9275549,0.9380296,0.951509,0.9388641,0.9527827
"cg09689296",0.8249924,0.8604029,0.8503744,0.8204212,0.8600474,0.8126313,0.8414969,0.8495294,0.852036,0.8638338,0.8691064,0.8692475,0.8591279,0.8654535,0.8554094,0.8364,0.8360369,0.8410705,0.8362128,0.8974433,0.9385171,0.8764105,0.9028252,0.8786421,0.7748296,0.8014742,0.8468449,0.8204635,0.8620196,0.7926636,0.8504694,0.8699218,0.8833741,0.8471788,0.8586189,0.8434798,0.9005853,0.9108906,0.8878996,0.8677447,0.8605596,0.9333081,0.6398829,0.6184376,0.5997635,0.5727407,0.6131428,0.6041445,0.8793582,0.8590441,0.8648068,0.8552643,0.8612211,0.8666978,0.8434228,0.8808298,0.9009649,0.8800642,0.8698924,0.9164395
"cg02400146",0.8260006,0.8565095,0.9070328,0.8749635,0.8787239,0.8575579,0.8274523,0.8643001,0.8840592,0.8688236,0.8879703,0.8718258,0.8714528,0.8779608,0.8993366,0.8980188,0.8726094,0.8748435,0.8934795,0.8857822,0.9168696,0.9118917,0.9103287,0.8961498,0.8112534,0.8297201,0.8564948,0.8479605,0.8795537,0.8116588,0.8792326,0.8947754,0.9040434,0.884561,0.8798752,0.9095362,0.9052309,0.9206131,0.879082,0.9102692,0.9099974,0.9140452,0.6176506,0.6120128,0.693367,0.5935843,0.6240215,0.618568,0.9018266,0.8635201,0.8837681,0.8801537,0.8710124,0.8953011,0.8766772,0.8599362,0.864314,0.8598487,0.867231,0.8836043
"cg23001370",0.800618,0.8519209,0.8226545,0.8369879,0.8626338,0.8053098,0.7478136,0.7984249,0.7968243,0.8273204,0.850818,0.8245866,0.8204538,0.8186956,0.8334561,0.8137246,0.8191662,0.8019992,0.8512907,0.9023317,0.9038817,0.8926433,0.8548781,0.8655412,0.7365247,0.8338603,0.7675892,0.8462308,0.8406816,0.8218826,0.8063753,0.824055,0.8357172,0.8296394,0.8248045,0.81051,0.8246975,0.8581857,0.8349818,0.8530396,0.860763,0.8718234,0.4908459,0.5291997,0.5350915,0.6343063,0.6435888,0.6580886,0.8573812,0.8577353,0.8266878,0.8118647,0.8459272,0.8273019,0.8444153,0.8623782,0.8614525,0.847541,0.8586364,0.8319671
"cg21275838",0.9087734,0.8776312,0.9264625,0.9038021,0.8656252,0.8890621,0.8880992,0.8908175,0.8820905,0.871258,0.902984,0.8597425,0.9127496,0.9231999,0.9169352,0.9288929,0.9360711,0.8671406,0.9035803,0.89527,0.9272832,0.9175563,0.9124969,0.9689306,0.858273,0.8906327,0.8998713,0.9084337,0.9045494,0.858011,0.8756382,0.9222047,0.8924191,0.876176,0.9147704,0.9112679,0.9354426,0.9080439,0.9079829,0.923844,0.9267656,0.8971121,0.6220544,0.5815115,0.715892,0.6669992,0.7229126,0.6103583,0.9106871,0.8967594,0.898967,0.9257419,0.9144856,0.9022953,0.9009009,0.9264965,0.9004953,0.9067841,0.9166322,0.9289292
"cg19353949",0.8346608,0.8560639,0.8433791,0.8409346,0.8419399,0.858132,0.7828952,0.7869854,0.820875,0.7804222,0.8428402,0.8196819,0.8495047,0.8543502,0.8511053,0.8647268,0.8429285,0.8820419,0.8319136,0.8499893,0.8370493,0.8232691,0.8555776,0.8479708,0.7885094,0.7796056,0.81783,0.804439,0.8304741,0.7929243,0.8529167,0.8638241,0.8578341,0.8589574,0.8319802,0.8767256,0.7317157,0.8053321,0.7860765,0.8415962,0.7982823,0.8749103,0.6158447,0.6104567,0.6230676,0.4985676,0.5871376,0.5625691,0.8638744,0.839009,0.8485842,0.8496595,0.8647071,0.8539383,0.8104753,0.7966174,0.8183316,0.7905175,0.8008162,0.8418807
"cg23435567",0.880253,0.9216598,0.904516,0.9124414,0.9294847,0.9114228,0.8811502,0.8685386,0.913453,0.8706806,0.9375179,0.9115121,0.9332565,0.9452379,0.9419386,0.9276795,0.9179075,0.916991,0.9237309,0.9148182,0.9468836,0.9199987,0.9128434,0.9223059,0.8768283,0.8950775,0.9308215,0.8782837,0.9066282,0.8479719,0.9042773,0.9226779,0.9259839,0.9029093,0.9364939,0.9274452,0.9330418,0.9289931,0.9079198,0.9359125,0.9164635,0.9318358,0.6758436,0.6219286,0.7527652,0.610972,0.6984204,0.653592,0.9083659,0.9285177,0.9111877,0.9158929,0.9447288,0.9146107,0.9200008,0.8971153,0.9234642,0.9170998,0.9284026,0.9206961
"cg23071286",0.8321489,0.8435859,0.8544935,0.8613788,0.8477105,0.8613175,0.8369152,0.8561905,0.8752579,0.8626464,0.8607457,0.8373011,0.8806987,0.8496205,0.8681857,0.8954686,0.8617314,0.848072,0.894311,0.8921051,0.9004246,0.8852916,0.9081131,0.9242596,0.8255277,0.8056431,0.8730733,0.845068,0.8793427,0.8160415,0.8614918,0.8804921,0.8835859,0.8796521,0.8730302,0.8947455,0.9099332,0.9337505,0.8953212,0.9180389,0.9027353,0.9352175,0.5844491,0.6489681,0.6531889,0.6006364,0.659929,0.5728869,0.8664887,0.8243491,0.8476817,0.8475722,0.8612768,0.8470474,0.8336505,0.8153995,0.8352851,0.8193909,0.8409806,0.8179643
"cg12274567",0.8561148,0.9055723,0.9151698,0.8959408,0.9142324,0.8888067,0.8396602,0.897296,0.8578027,0.8809496,0.9067274,0.8843093,0.9140832,0.9159877,0.9181492,0.9172494,0.9303622,0.9116276,0.906296,0.9300047,0.9109066,0.9106274,0.9186025,0.9196821,0.8305523,0.8772297,0.8720952,0.8495563,0.8790068,0.8477665,0.8953096,0.9338061,0.9379676,0.9114645,0.9112349,0.9042254,0.8931211,0.8939531,0.90445,0.9105521,0.8970628,0.9153738,0.6254488,0.7171022,0.6937909,0.6444695,0.6899012,0.6296961,0.9236035,0.9084072,0.9109133,0.9187895,0.9186864,0.8932132,0.9090097,0.8858526,0.922258,0.9427195,0.9182781,0.948974
"cg10117603",0.8932506,0.908751,0.9226003,0.9194962,0.9205077,0.9232419,0.8833487,0.9022078,0.9186321,0.8872713,0.9344871,0.9169103,0.9280378,0.8970128,0.9421245,0.9299766,0.9422757,0.922624,0.9173794,0.9629135,0.9331707,0.9260107,0.9355687,0.9376135,0.8646688,0.8411893,0.861709,0.8740792,0.915055,0.8382712,0.937609,0.9085868,0.9210099,0.9164174,0.9255161,0.9292515,0.9262655,0.9422077,0.915476,0.9330136,0.9369168,0.9361295,0.6705927,0.7088626,0.6661788,0.613039,0.7246902,0.7421331,0.9489687,0.9396442,0.9170742,0.9421639,0.920425,0.9280778,0.9242066,0.9260065,0.9317472,0.9194883,0.9564128,0.940992
"cg22124368",0.841132,0.8880029,0.9110865,0.9152111,0.9118095,0.8977618,0.7968895,0.8788563,0.9158008,0.890114,0.9023602,0.8616275,0.8904919,0.8924404,0.9182378,0.8772584,0.8955894,0.911061,0.9140498,0.914332,0.9227532,0.9033867,0.92513,0.8939589,0.8574177,0.8813551,0.8714825,0.8828651,0.9110887,0.8309526,0.8920832,0.9061285,0.8698079,0.8877294,0.8728068,0.8690034,0.9056504,0.9124493,0.8966248,0.9015589,0.9017655,0.9143194,0.5391384,0.6886747,0.7042752,0.6928187,0.6979111,0.6505103,0.9030835,0.8904799,0.8765759,0.8875236,0.899756,0.8925584,0.8907855,0.9481273,0.9129049,0.8780897,0.9079648,0.9131569
"cg22352434",0.9703343,0.9744194,0.9715005,0.9818918,0.9843577,0.9700572,0.965177,0.9443002,0.9901753,0.985854,0.9864764,0.9800134,0.9868867,0.9943539,0.9947339,0.9937578,0.988786,0.9926186,0.9875874,0.9946817,0.9857815,0.9880668,0.9948437,0.9899456,0.9496911,0.9272005,0.9877105,0.9695306,0.9665597,0.9122373,0.9898696,0.9883959,0.9932777,0.9945696,0.9854702,0.9939423,0.9932469,0.9813267,0.9838388,0.9892638,0.9910975,0.9881951,0.7757944,0.6310691,0.8348047,0.8028702,0.7880146,0.6858175,0.992141,0.988042,0.9944221,0.9944178,0.9945301,0.9899348,0.9936406,0.9890187,0.98473,0.9760145,0.9906137,0.9936034
"cg03368758",0.9047895,0.926418,0.8998752,0.8752074,0.8959065,0.858594,0.9036388,0.9023286,0.9092041,0.8942619,0.9237312,0.8822472,0.9028801,0.9063159,0.9108498,0.898803,0.9067824,0.9075118,0.9550592,0.9557511,0.9409089,0.9054043,0.9613085,0.9708518,0.916504,0.9062648,0.9060163,0.9166101,0.9033649,0.8615603,0.9138189,0.892604,0.9223557,0.8918382,0.9221166,0.8945586,0.9248544,0.9129614,0.9047933,0.897869,0.9247478,0.9333193,0.7657945,0.7235762,0.7259554,0.6018897,0.6513366,0.6236972,0.9356716,0.8726515,0.8970339,0.9492569,0.9216904,0.9263814,0.9340536,0.9152123,0.907565,0.8616118,0.8875551,0.9156932
